,Body_Dimensions,Body_SIM,Body_Weight,Display_Resolution,Display_Size,Display_Type,Launch_Announced,Memory_Card slot,Memory_Internal,Name,Network_Technology,Platform_CPU,Platform_OS,Battery_Type,Comms_Bluetooth,Comms_Infrared port,Comms_NFC,Comms_Positioning,Comms_Radio,Comms_USB,Comms_WLAN,Features_Sensors,Main Camera_Dual,Main Camera_Features,Main Camera_Single,Main Camera_Triple,Main Camera_Video,Misc_Price,Selfie camera_Features,Selfie camera_Single,Selfie camera_Video,Sound_3.5mm jack,Sound_Loudspeaker,Selfie camera_Dual,Selfie camera_Triple,Main Camera_Quad,Main Camera_Dual or Triple,Main Camera_Penta,Main Camera_Five,Device_label,Brand
2344,108 x 48 x 13.8 mm (4.25 x 1.89 x 0.54 in),Mini-SIM,85 g (3.00 oz),128 x 160 pixels (~102 ppi density),"2.0 inches, 12.6 cm2 (~24.3% screen-to-body ratio)","TFT, 256K colors",2010. Released 2010,microSDHC (dedicated slot),4MB,LG GS190,GSM,,,Removable Li-Ion 950 mAh battery,"2.0, A2DP",,,No,"FM radio, RDS",2.0,No,,,,VGA,,Yes,,,,,No,"Yes, with stereo speakers",,,,,,,phone,lg
2345,159.5 x 73.9 x 8.6 mm (6.28 x 2.91 x 0.34 in),Nano-SIM,167.8 g (5.93 oz),"720 x 1560 pixels, 19.5:9 ratio (~273 ppi density)","6.3 inches, 97.4 cm2 (~82.7% screen-to-body ratio)",IPS LCD,"2023, August 16",microSDXC (dedicated slot),32GB 3GB RAM,Nokia C210,GSM / HSPA / LTE,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Android 13,"Li-Ion 3000 mAh, non-removable","5.0, A2DP, LE",,No,GPS,Unspecified,"USB Type-C 2.0, OTG",Wi-Fi 802.11 b/g/n/ac,Yes,"13 MP, (wide), AF
2 MP, f/2.4, (depth)",LED flash,,,1080p@30fps,$ 109.99,,5 MP,Yes,Yes,Yes,,,,,,,phone,nokia
2346,165.1 x 75.7 x 8.6 mm (6.5 x 2.98 x 0.34 in),Nano-SIM,195.1 g (6.88 oz),"720 x 1612 pixels, 20:9 ratio (~269 ppi density)","6.56 inches, 103.4 cm2 (~82.7% screen-to-body ratio)","IPS LCD, 90Hz","2023, August 16",microSDXC (dedicated slot),128GB 4GB RAM,Nokia G310,GSM / HSPA / LTE / 5G,Octa-core (2x2.2 GHz Kryo 460 & 6x1.8 GHz Kryo 460),Android 13,"Li-Po 5000 mAh, non-removable","5.1, A2DP, LE",,No,GPS (L1+L5),No,"USB Type-C 2.0, OTG",Wi-Fi 802.11 b/g/n/ac,"Fingerprint (side-mounted), accelerometer, proximity",,"LED flash, HDR, panorama",,"50 MP, (wide), AF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",1080p@30/60fps,About 170 EUR,,"8 MP, (wide)",1080p@30fps,Yes,Yes,,,,,,,phone,nokia
2347,131 x 50.6 x 15.2 mm (5.16 x 1.99 x 0.60 in),"Dual SIM (Mini-SIM, dual stand-by)",106.3 g (3.63 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~26.9% screen-to-body ratio)","TFT LCD, 65K colors","2023, August 10",microSDHC,4MB,Nokia 150 (2023),GSM,,,"Li-Ion 1450 mAh, removable",No,,No,No,FM radio; built-in antenna,microUSB 1.1,No,No,,LED flash,VGA,,,"$ 40.42 / £ 45.54 / ₹ 2,165",,,,Yes,Yes,,,,,,,phone,nokia
2348,130.9 x 50.6 x 14 mm (5.15 x 1.99 x 0.55 in),"Dual SIM (Mini-SIM, dual stand-by)",98.2 g (3.46 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~26.9% screen-to-body ratio)","TFT LCD, 65K colors","2023, August 10",microSDHC,4MB,Nokia 130 (2023),GSM,,,"Li-Ion 1450 mAh, removable",No,,No,No,FM radio; built-in antenna,microUSB 1.1,No,No,,,,,,About 20 EUR,,,,Yes,Yes,,,,,,,phone,nokia
2349,165 x 75.8 x 8.6 mm (6.50 x 2.98 x 0.34 in),"Single SIM (Nano-SIM) or Dual SIM (2x Nano-SIM, dual stand-by)",193.8 g (6.84 oz),"720 x 1612 pixels, 20:9 ratio (~269 ppi density)","6.56 inches, 103.4 cm2 (~82.7% screen-to-body ratio)","IPS LCD, 90Hz, 450 nits (typ), 560 nits (peak)","2023, June 28",microSDXC,"128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",Nokia G42,GSM / HSPA / LTE / 5G,Octa-core (2x2.2 GHz Kryo 460 & 6x1.8 GHz Kryo 460),"Android 13, upgradable to Android 14","Li-Po 5000 mAh, non-removable","5.1, A2DP, LE",,Yes (market/region dependent),"GPS, GLONASS, GALILEO, BDS",FM radio,"USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","Fingerprint (side-mounted), accelerometer, proximity, compass",,"LED flash, HDR, panorama",,"50 MP, f/1.8, (wide), AF
2 MP, (macro)
2 MP, (depth)",1080p@30fps,"$ 149.00 / € 164.90 / £ 172.99 / ₹ 10,624",,8 MP,Yes,Yes,Yes,,,,,,,phone,nokia
2350,166.7 x 76.6 x 8.6 mm (6.56 x 3.02 x 0.34 in),Single SIM (Nano-SIM),190 g (6.70 oz),"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","6.52 inches, 102.6 cm2 (~80.4% screen-to-body ratio)","IPS LCD, 400 nits (typ)","2023, June 02",microSDXC (dedicated slot),32GB 3GB RAM,Nokia C300,GSM / HSPA / LTE,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Android 12,"Li-Po 4000 mAh, non-removable","5.0, A2DP",,No,GPS,FM radio,USB Type-C 2.0,"Wi-Fi 802.11 b/g/n/ac, dual-band, hotspot","Fingerprint (side-mounted), accelerometer, proximity, barometer",,"LED flash, HDR, portrait, night",,"13 MP, (wide), AF
2 MP, (macro)
2 MP, (depth)",1080p@30fps,$ 131.46,,8 MP,Yes,Yes,Yes,,,,,,,phone,nokia
2351,160.8 x 74 x 8.5 mm (6.33 x 2.91 x 0.33 in),Single SIM (Nano-SIM),172 g (6.07 oz),"720 x 1560 pixels, 19.5:9 ratio (~273 ppi density)","6.3 inches, 97.4 cm2 (~81.9% screen-to-body ratio)","IPS LCD, 400 nits (typ)","2023, June 02",microSDXC (dedicated slot),32GB 3GB RAM,Nokia C110,GSM / HSPA / LTE,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Android 12,"Li-Po 3000 mAh, non-removable","5.0, A2DP",,No,GPS,FM radio,USB Type-C 2.0,"Wi-Fi 802.11 b/g/n/ac, dual-band, hotspot","Accelerometer, proximity, barometer",,"LED flash, HDR","13 MP, (wide), AF",,1080p@30fps,About 100 EUR,,5 MP,Yes,Yes,Yes,,,,,,,phone,nokia
2352,121.5 x 50 x 14.4 mm (4.78 x 1.97 x 0.57 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",94.5 g (3.35 oz),"120 x 160 pixels, 4:3 ratio (~111 ppi density)","1.8 inches, 10.0 cm2 (~16.5% screen-to-body ratio)","TFT LCD, 65K colors","2023, May 18",microSDHC,Unspecified,Nokia 110 4G (2023),GSM / HSPA / LTE,,,Li-Ion 1450 mAh,"5.0, A2DP",,No,No,Wireless FM radio,microUSB 2.0,No,,,,QVGA,,,$ 41.25,,,,Yes,Yes,,,,,,,phone,nokia
2353,115.1 x 49.4 x 14.5 mm (4.53 x 1.94 x 0.57 in),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",79.6 g (2.82 oz),"120 x 160 pixels, 4:3 ratio (~111 ppi density)","1.8 inches, 10.0 cm2 (~17.6% screen-to-body ratio)","TFT LCD, 65K colors","2023, May 18",microSDHC,Unspecified,Nokia 110 (2023),GSM,,,Li-Ion 1000 mAh,No,,No,No,Wireless FM radio,microUSB 1.1,No,,,,QVGA,,,About 70 EUR,,,,No,Yes,,,,,,,phone,nokia
2354,121.5 x 50 x 14.4 mm (4.78 x 1.97 x 0.57 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",93 g (3.28 oz),"120 x 160 pixels, 4:3 ratio (~111 ppi density)","1.8 inches, 10.0 cm2 (~16.5% screen-to-body ratio)",IPS LCD,"2023, May 18",microSDHC,Unspecified storage,Nokia 106 4G (2023),GSM / HSPA / LTE,,,"Li-Ion 1450 mAh, removable","5.0, A2DP",,No,No,Wireless FM radio,microUSB 2.0,No,,,,,,,About 30 EUR,,,,Yes,Yes,,,,,,,phone,nokia
2355,115.1 x 49.4 x 14.5 mm (4.53 x 1.94 x 0.57 in),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",79.4 g (2.79 oz),"120 x 160 pixels, 4:3 ratio (~111 ppi density)","1.8 inches, 10.0 cm2 (~17.6% screen-to-body ratio)","TFT LCD, 65K colors","2023, May 18",microSDHC,Unspecified,Nokia 106 (2023),GSM,,,Li-Ion 1000 mAh,No,,No,No,Wireless FM radio,microUSB 1.1,No,,,,,,,About 80 EUR,,,,Yes,Yes,,,,,,,phone,nokia
2356,121.5 x 50 x 14.4 mm (4.78 x 1.97 x 0.57 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",93 g (3.28 oz),"120 x 160 pixels, 4:3 ratio (~111 ppi density)","1.8 inches, 10.0 cm2 (~16.5% screen-to-body ratio)",IPS LCD,"2023, May 18",microSDHC,Unspecified,Nokia 105 4G (2023),GSM / HSPA / LTE,,,"Li-Ion 1450 mAh, removable","5.0, A2DP",,No,No,Wireless FM radio,microUSB 2.0,No,,,,,,,About 40 EUR,,,,Yes,Yes,,,,,,,phone,nokia
2357,115.1 x 49.4 x 14.5 mm (4.53 x 1.94 x 0.57 in),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",78.7 g (2.75 oz),"120 x 160 pixels, 4:3 ratio (~111 ppi density)","1.8 inches, 10.0 cm2 (~17.6% screen-to-body ratio)","TFT LCD, 65K colors","2023, May 18",No,Unspecified,Nokia 105 (2023),GSM,,,Li-Ion 1000 mAh,No,,No,No,Wireless FM radio,microUSB 1.1,No,,,,,,,About 70 EUR,,,,Yes,Yes,,,,,,,phone,nokia
2358,168 x 78.6 x 10.5 mm (6.61 x 3.09 x 0.41 in),"Single SIM (Nano-SIM, eSIM) or Dual SIM (Nano-SIM, dual stand-by)",231 g (8.15 oz),"1080 x 2400 pixels, 20:9 ratio (~406 ppi density)","6.49 inches, 101.7 cm2 (~77.0% screen-to-body ratio)","IPS LCD, 120Hz, 450 nits (typ), 550 nits (HBM)","2023, May 03",Unspecified,128GB 6GB RAM,Nokia XR21,GSM / HSPA / LTE / 5G,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Android 12,"Li-Po 4800 mAh, non-removable","5.1, A2DP, LE, aptX Adaptive",,Yes (market/region dependent),"GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",Unspecified,"USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer","64 MP, f/1.8, (wide), 1/2.0"", PDAF
8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm","Dual-LED dual-tone flash, second LED flash, HDR, panorama",,,1080p@30fps,$ 499.99 / € 501.40 / £ 491.89,,"16 MP, f/2.4 (wide)",1080p@30fps,Yes,"Yes, with stereo speakers",,,,,,,phone,nokia
2359,-,"Dual SIM (Nano-SIM, dual stand-by)",-,"720 x 1520 pixels, 19:9 ratio (~267 ppi density)","6.3 inches, 99.1 cm2 (~83.0% screen-to-body ratio)",IPS LCD,"2023, April 01",microSDXC,32GB 2GB RAM,Nokia C12 Plus,GSM / HSPA / LTE,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),Android 12 (Go edition),"Li-Ion 4000 mAh, removable","5.2, A2DP",,No,GPS,FM radio,microUSB 2.0,Wi-Fi 802.11 b/g/n,"Accelerometer, proximity",,"LED flash, HDR","8 MP, AF",,Yes,About 90 EUR,,5 MP,720p,Yes,Yes,,,,,,,phone,nokia
2360,160.6 x 74.3 x 8.8 mm (6.32 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)",177.4 g (6.24 oz),"720 x 1600 pixels, 20:9 ratio (~278 ppi density)","6.3 inches, 95.8 cm2 (~80.3% screen-to-body ratio)",IPS LCD,"2023, March 21",Unspecified,"64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",Nokia C12 Pro,GSM / HSPA / LTE,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),Android 12 (Go edition),"Li-Ion 4000 mAh, removable","5.2, A2DP",,No,GPS,Wireless FM radio,microUSB 2.0,Wi-Fi 802.11 b/g/n,"Accelerometer, proximity",,"LED flash, HDR","8 MP, AF",,Yes,About 80 EUR,,5 MP,720p,Yes,Yes,,,,,,,phone,nokia
2361,164.6 x 75.9 x 8.6 mm (6.48 x 2.99 x 0.34 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",199.4 g (7.02 oz),"720 x 1600 pixels, 20:9 ratio (~270 ppi density)","6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)",IPS LCD,"2023, February 25",microSDXC (dedicated slot),"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Nokia C32,GSM / HSPA / LTE,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),Android 13,"Li-Po 5000 mAh, non-removable","5.2, A2DP",,No,GPS,Wireless FM radio,USB Type-C 2.0,Wi-Fi 802.11 b/g/n,"Fingerprint (side-mounted), accelerometer, proximity","50 MP, (wide), AF
2 MP, (macro)","LED flash, HDR",,,1080p@30fps,"$ 164.39 / € 104.86 / £ 98.98 / ₹ 6,540",,8 MP,Yes,Yes,Yes,,,,,,,phone,nokia
2362,164.6 x 75.9 x 8.6 mm (6.48 x 2.99 x 0.34 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",190 g (6.70 oz),"720 x 1600 pixels, 20:9 ratio (~270 ppi density)","6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)",IPS LCD,"2023, February 25",microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 3GB RAM, 128GB 4GB RAM",Nokia C22,GSM / HSPA / LTE,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),Android 13 (Go edition),"Li-Po 5000 mAh, non-removable","5.2, A2DP",,No,GPS,FM radio,USB Type-C 2.0,Wi-Fi 802.11 b/g/n,"Fingerprint (rear-mounted), accelerometer, proximity","13 MP, (wide), AF
2 MP, (macro)","LED flash, HDR",,,1080p@30fps,$ 138.39,,8 MP,Yes,Yes,Yes,,,,,,,phone,nokia
2363,165 x 76.2 x 8.5 mm (6.50 x 3.00 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid SIM (Nano-SIM, dual stand-by)",196.2 g (6.91 oz),"720 x 1600 pixels, 20:9 ratio (~270 ppi density)","6.5 inches, 102.0 cm2 (~81.1% screen-to-body ratio)","IPS LCD, 90Hz, 500 nits (typ)","2023, February 25",microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 6GB RAM",Nokia G22,GSM / HSPA / LTE,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Android 12,"Li-Po 5050 mAh, non-removable","5.0, A2DP, LE",,Yes (market/region dependent),"GPS, GLONASS, GALILEO","FM radio, RDS","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, proximity",,"LED flash, HDR, panorama",,"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF
2 MP, (macro)
2 MP, (depth)",1080p@30fps,$ 170.94 / € 99.35 / £ 117.80,,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,,,,,,,phone,nokia
2364,148.7 x 71.2 x 10 mm (5.85 x 2.80 x 0.39 in),"Dual SIM (Nano-SIM, dual stand-by)",191 g (6.74 oz),"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","5.45 inches, 76.7 cm2 (~72.4% screen-to-body ratio)",IPS LCD,"2023, February 23",microSDXC,32GB 2GB RAM,Nokia C02,GSM / HSPA / LTE,Quad-core 1.4 GHz,Android 12 (Go edition),"Li-Ion 3000 mAh, removable","4.2, A2DP, LE",,No,GPS,Unspecified,microUSB 2.0,Wi-Fi 802.11 b/g/n,Accelerometer,,"LED flash, HDR",5 MP,,720p@30fps,,,2 MP,720p@30fps,Yes,Yes,,,,,,,phone,nokia
2365,160.6 x 74.3 x 8.8 mm (6.32 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)",177.4 g (6.24 oz),"720 x 1600 pixels, 20:9 ratio (~278 ppi density)","6.3 inches, 95.8 cm2 (~80.3% screen-to-body ratio)",IPS LCD,"2023, January 18",Unspecified,"64GB 2GB RAM, 64GB 3GB RAM",Nokia C12,GSM / HSPA / LTE,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),Android 12 (Go edition),"Li-Ion 3000 mAh, removable","5.2, A2DP",,No,GPS,FM radio,microUSB 2.0,Wi-Fi 802.11 b/g/n,"Accelerometer, proximity",,"LED flash, HDR","8 MP, AF",,Yes,"$ 231.00 / € 123.55 / £ 68.49 / ₹ 6,162",,5 MP,720p,Yes,Yes,,,,,,,phone,nokia
2366,202.1 x 58 x 11.5 mm (7.96 x 2.28 x 0.45 in),Single SIM (Nano-SIM),131.2 g (4.62 oz),"240 x 320 pixels, 4:3 ratio (~148 ppi density)","2.7 inches, 22.6 cm2 (~19.3% screen-to-body ratio)",TFT LCD,"2022, November 03",microSDHC (dedicated slot),4GB 512MB RAM,Nokia 2780 Flip,GSM / HSPA / LTE,Quad-core 1.3 GHz Cortex-A53,KaiOS 3.1,"Li-Ion 1450 mAh, removable","4.2, A2DP",,No,GPS,FM radio,USB Type-C 2.0,Wi-Fi 802.11 b/g/n,,,LED flash,5 MP,,Unspecified,$ 89.99,,,,Yes,Yes,,,,,,,phone,nokia
2367,158.9 x 73.9 x 8 mm (6.26 x 2.91 x 0.31 in),"Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by)",185 g (6.53 oz),"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","6.43 inches, 99.8 cm2 (~85.0% screen-to-body ratio)","AMOLED, 90Hz, 450 nits (typ), 700 nits (peak)","2022, September 01",No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Nokia X30,GSM / HSPA / LTE / 5G,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),"Android 12, upgradable to Android 13","Li-Po 4200 mAh, non-removable","5.1, A2DP, LE, aptX HD",,Yes,"GPS, GLONASS, GALILEO, BDS","FM radio, RDS","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS
13 MP, f/2.4, 123˚ (ultrawide), 1/3.06""","LED flash, HDR, panorama",,,1080p@30/60fps,$ 299.00 / € 246.71 / £ 219.00,,"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm",1080p@30fps,No,Yes,,,,,,,phone,nokia
2368,166.6 x 76.7 x 8.9 mm (6.56 x 3.02 x 0.35 in),Nano-SIM,195.1 g (6.88 oz),"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","6.52 inches, 102.6 cm2 (~80.3% screen-to-body ratio)",IPS LCD,"2022, September 22",microSDXC,"32GB 3GB RAM, 128GB 4GB RAM",Nokia G100,GSM / HSPA / LTE,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Android 12,"Li-Po 5000 mAh, non-removable","5.0, A2DP, LE",,No,GPS,FM radio,"USB Type-C 2.0, OTG","Wi-Fi 802.11 b/g/n/ac, dual-band","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer",,"LED flash, HDR, panorama",,"13 MP, f/1.8, (wide), AF
5 MP, f/2.2, 115˚ (ultrawide), 1/5.0""
2 MP, f/2.4, (depth)",1080p@30fps,$ 60.36,,"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,,,,,,,phone,nokia
2369,166 x 75.9 x 8.6 mm (6.54 x 2.99 x 0.34 in),"Nano-SIM and eSIM or Hybrid Dual SIM (Nano-SIM, dual stand-by)",190 g (6.70 oz),"1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","6.58 inches, 104.3 cm2 (~82.8% screen-to-body ratio)","IPS LCD, 120Hz, 400 nits (typ)","2022, September 01",microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Nokia G60,GSM / HSPA / LTE / 5G,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Android 12,"Li-Po 4500 mAh, non-removable","5.1, A2DP, LE, aptX HD, aptX Adaptive",,Yes (market/region dependent),"GPS, GALILEO, BDS",FM radio,"USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,"LED flash, HDR, panorama",,"50 MP, f/1.8, (wide), 1/2.5"", 0.7µm, PDAF
5 MP, f/2.2, (ultrawide), 1/5.0""
2 MP, f/2.4, (depth)",1080p@30fps,$ 275.06 / € 142.03 / £ 143.00,,"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,,,,,,,phone,nokia
2370,169.2 x 78 x 8.6 mm (6.66 x 3.07 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)",200 g (7.05 oz),"720 x 1600 pixels, 20:9 ratio (~260 ppi density)","6.75 inches, 110.0 cm2 (~83.4% screen-to-body ratio)",IPS LCD,"2022, September 01",microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Nokia C31,GSM / HSPA / LTE,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),Android 12,"Li-Po 5050 mAh, non-removable","4.2, A2DP",,No,GPS,Wireless FM radio,"microUSB 2.0, OTG",Wi-Fi 802.11 b/g/n,"Fingerprint (rear-mounted), accelerometer, proximity",,"LED flash, HDR",,"13 MP, (wide), AF
2 MP, (macro)
2 MP, (depth)",1080p@30fps,$ 89.00 / € 93.84,,5 MP,Yes,Yes,Yes,,,,,,,phone,nokia
2371,247.5 x 157.3 x 7.5 mm (9.74 x 6.19 x 0.30 in),Nano-SIM,466 g (1.03 lb),"1200 x 2000 pixels, 5:3 ratio (~224 ppi density)","10.4 inches, 307.9 cm2 (~79.1% screen-to-body ratio)","IPS LCD, 360 nits (typ)","2022, September 01",microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",Nokia T21,GSM / HSPA / LTE,Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"Android 12, upgradable to Android 13","Li-Po 8200 mAh, non-removable","5.0, A2DP, LE",,Yes (Wi-Fi/LTE model only / TA-1521),GPS,Unspecified,"USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band","Accelerometer, proximity",,LED flash,"8 MP, AF",,1080p@30fps,About 240 EUR,,8 MP,Yes,Yes,"Yes, with stereo speakers",,,,,,,tablet,nokia
2372,166.4 x 76.7 x 8.8 mm (6.55 x 3.02 x 0.35 in),Nano-SIM,198 g (6.98 oz),"1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","6.58 inches, 104.3 cm2 (~81.7% screen-to-body ratio)","IPS LCD, 120Hz","2022, January 05",microSDXC (dedicated slot),64GB 4GB RAM,Nokia G400,GSM / HSPA / LTE / 5G,Octa-core (2x2.2 GHz Kryo 460 & 6x1.9 GHz Kryo 460),Android 12,"Li-Po 5000 mAh, non-removable","5.1, A2DP, LE, aptX HD, aptX Adaptive",,Yes,"GPS, GALILEO",FM radio,"USB Type-C 2.0, OTG",Wi-Fi 802.11 b/g/n/ac,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",,"LED flash, HDR, panorama",,"48 MP, f/1.8, (wide), PDAF
5 MP, f/2.2, 115˚ (ultrawide)
2 MP, f/2.4, (depth)",1080p@30/60fps,$ 139.78,,"16 MP, (wide)",1080p@30fps,Yes,Yes,,,,,,,phone,nokia
2373,-,"Dual SIM (Mini-SIM, dual stand-by)",-,"120 x 160 pixels, 4:3 ratio (~113 ppi density)","1.77 inches, 9.7 cm2 (~16.9% screen-to-body ratio)","TFT LCD, 65K colors","2022, August 05",microSDHC,"32MB, 4MB RAM",Nokia 110 (2022),GSM,,,"Li-Ion 1000 mAh, removable",No,,No,No,Wireless FM radio,microUSB 2.0,No,,,,QVGA,,Yes,About 20 EUR,,,,Yes,Yes,,,,,,,phone,nokia
2374,131.3 x 56.2 x 13.8 mm (5.17 x 2.21 x 0.54 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",107 g (3.77 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~32.9% screen-to-body ratio)",TFT LCD,"2022, July 12",microSDHC,128MB 48MB RAM,Nokia 8210 4G,GSM / HSPA / LTE,1.0 GHz Cortex-A7,,"Li-Ion 1450 mAh, removable","5.0, A2DP, LE",,No,No,Wireless FM radio,microUSB 2.0,No,,,LED flash,0.3 MP,,Unspecified,"$ 67.50 / € 82.24 / £ 57.80 / ₹ 2,830",,,,Yes,Yes,,,,,,,phone,nokia
2375,138.9 x 57.7 x 16.2 mm (5.47 x 2.27 x 0.64 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",129.1 g (4.55 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~22.3% screen-to-body ratio)",TFT LCD,"2022, July 12",microSDHC,128MB 48MB RAM,Nokia 5710 XpressAudio,GSM / HSPA / LTE,1.0 GHz Cortex-A7,,"Li-Ion 1450 mAh, removable","5.0, A2DP, LE",,No,No,Wireless FM radio,microUSB 2.0,No,,,LED flash,0.3 MP,,Unspecified,"$ 67.50 / € 64.82 / £ 50.71 / ₹ 2,850",,,,No,"Yes, with dual speakers",,,,,,,phone,nokia
2376,202.1 x 58 x 11.5 mm (7.96 x 2.28 x 0.45 in),Single SIM (Nano-SIM),-,"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~20.7% screen-to-body ratio)",TFT LCD,"2022, March 03",No,4GB 512MB RAM,Nokia 2760 Flip,GSM / HSPA / LTE,Quad-core 1.3 GHz Cortex-A7,KaiOS 3.1,"Li-Ion 1450 mAh, removable","4.2, A2DP",,No,GPS,No,USB Type-C 2.0,Wi-Fi 802.11 b/g/n (operator dependent),,,LED flash,5 MP,,Unspecified,About 60 EUR,,,,Yes,Yes,,,,,,,phone,nokia
